entry_time,exit_time,side,entry_px,exit_px,shares,pnl
2021-08-31 00:00:00-04:00,2021-09-13 00:00:00-04:00,long,152.61420566101074,150.58481588134765,189.0,-383.5546683563243
2021-10-29 00:00:00-04:00,2021-11-11 00:00:00-05:00,long,147.17583522033692,148.91531871185302,202.0,351.3756652862516
2021-11-19 00:00:00-05:00,2022-01-07 00:00:00-05:00,long,157.60269889831542,172.83813238983154,175.0,2666.2008610153207
2022-03-15 00:00:00-04:00,2022-03-21 00:00:00-04:00,short,150.85472389831543,163.4609415084839,-99.0,-1248.0155434066787
2022-03-25 00:00:00-04:00,2022-04-11 00:00:00-04:00,long,173.82784088134767,168.65939371185303,107.0,-553.0238471359266
2022-04-27 00:00:00-04:00,2022-05-02 00:00:00-04:00,short,155.86323066101076,156.66299371185303,-110.0,-87.97393559265004
2022-05-12 00:00:00-04:00,2022-05-31 00:00:00-04:00,short,142.7271732711792,149.0252863220215,-81.0,-510.14715711822544
2022-06-14 00:00:00-04:00,2022-06-27 00:00:00-04:00,short,133.09006588134767,142.65718694915773,-96.0,-918.4436225097661
2022-07-21 00:00:00-04:00,2022-08-29 00:00:00-04:00,long,154.45365,161.10164889831543,122.0,811.0558655944815
2022-09-07 00:00:00-04:00,2022-09-13 00:00:00-04:00,short,154.7735613220215,159.85202389831542,-133.0,-675.4355226470927
2022-09-30 00:00:00-04:00,2022-10-24 00:00:00-04:00,short,141.2376147796631,147.14584544067384,-96.0,-567.1901434570318
2022-12-19 00:00:00-05:00,2023-01-12 00:00:00-05:00,short,135.06946761016846,133.83984088134767,-105.0,129.11080652618296
2023-02-03 00:00:00-05:00,2023-02-27 00:00:00-05:00,long,147.9855897796631,147.66569371185304,128.0,-40.94669667968628
2023-03-22 00:00:00-04:00,2023-08-04 00:00:00-04:00,long,159.2522130508423,185.4643482711792,141.0,3695.9110660675033
2023-09-05 00:00:00-04:00,2023-09-07 00:00:00-04:00,long,188.2235147796631,175.12743867797852,163.0,-2134.660404574588
2023-10-27 00:00:00-04:00,2023-11-02 00:00:00-04:00,short,166.85993066101074,175.46734827117922,-150.0,-1291.1126415252725
2023-11-08 00:00:00-05:00,2024-01-02 00:00:00-05:00,long,182.29530110168457,187.09384889831543,145.0,695.7894305114742
2024-03-05 00:00:00-05:00,2024-03-19 00:00:00-04:00,short,170.7087665084839,174.28769433898927,-149.0,-533.2602467452992
2024-05-06 00:00:00-04:00,2024-07-25 00:00:00-04:00,long,182.29530110168457,218.86431367797852,107.0,3912.8843456634518
2024-12-02 00:00:00-05:00,2025-01-03 00:00:00-05:00,long,237.1988232711792,243.28699261016845,144.0,876.6963848144514
2025-03-12 00:00:00-04:00,2025-04-03 00:00:00-04:00,short,220.07395738983155,205.478331288147,-71.0,1036.2894532196037
2025-04-04 00:00:00-04:00,2025-04-15 00:00:00-04:00,short,193.83183238983156,201.79944261016846,-70.0,-557.7327154235826
2025-08-11 00:00:00-04:00,2025-09-11 00:00:00-04:00,long,227.85162216949465,226.81194088134765,87.0,-90.45227206878849
2025-09-22 00:00:00-04:00,2025-10-13 00:00:00-04:00,long,248.2255130508423,249.30519088134767,106.0,114.44585003356974
2025-10-21 00:00:00-04:00,2025-10-31 00:00:00-04:00,long,261.8014408813477,270.28888411865233,93.0,789.3322210693334
