Date,Open,High,Low,Close,Adj Close,Volume,KC_Middle,KC_Upper,KC_Lower,KC_Width,KC_ATR,KC_PercentB,long_entry,short_entry,long_exit,short_exit
2020-11-02 00:00:00-05:00,109.11000061035156,110.68000030517578,107.31999969482422,108.7699966430664,105.802490234375,122866900,,,,,,,False,False,False,False
2020-11-03 00:00:00-05:00,109.66000366210938,111.48999786376953,108.7300033569336,110.44000244140625,107.42694091796875,107624400,,,,,,,False,False,False,False
2020-11-04 00:00:00-05:00,114.13999938964844,115.58999633789062,112.3499984741211,114.94999694824219,111.81388854980469,138235500,,,,,,,False,False,False,False
2020-11-05 00:00:00-05:00,117.94999694824219,119.62000274658203,116.87000274658203,119.02999877929688,115.7825927734375,126387100,,,,,,,False,False,False,False
2020-11-06 00:00:00-05:00,118.31999969482422,119.19999694824219,116.12999725341797,118.69000244140625,115.65106201171875,114457900,,,,,,,False,False,False,False
2020-11-09 00:00:00-05:00,120.5,121.98999786376953,116.05000305175781,116.31999969482422,113.34173583984375,154515300,,,,,,,False,False,False,False
2020-11-10 00:00:00-05:00,115.55000305175781,117.58999633789062,114.12999725341797,115.97000122070312,113.00070190429688,138023400,,,,,,,False,False,False,False
2020-11-11 00:00:00-05:00,117.19000244140625,119.62999725341797,116.44000244140625,119.48999786376953,116.43057250976562,112295000,,,,,,,False,False,False,False
2020-11-12 00:00:00-05:00,119.62000274658203,120.52999877929688,118.56999969482422,119.20999908447266,116.15775299072266,103162300,,,,,,,False,False,False,False
2020-11-13 00:00:00-05:00,119.44000244140625,119.66999816894531,117.87000274658203,119.26000213623047,116.20645141601562,81581900,,,,,,,False,False,False,False
2020-11-16 00:00:00-05:00,118.91999816894531,120.98999786376953,118.1500015258789,120.30000305175781,117.2198257446289,91183000,,,,,,,False,False,False,False
2020-11-17 00:00:00-05:00,119.55000305175781,120.66999816894531,118.95999908447266,119.38999938964844,116.3331527709961,74271000,,,,,,,False,False,False,False
2020-11-18 00:00:00-05:00,118.61000061035156,119.81999969482422,118.0,118.02999877929688,115.00796508789062,76322100,,,,,,,False,False,False,False
2020-11-19 00:00:00-05:00,117.58999633789062,119.05999755859375,116.80999755859375,118.63999938964844,115.60234069824219,74113000,,,,,,,False,False,False,False
2020-11-20 00:00:00-05:00,118.63999938964844,118.7699966430664,117.29000091552734,117.33999633789062,114.33561706542969,73604300,,,,,,,False,False,False,False
2020-11-23 00:00:00-05:00,117.18000030517578,117.62000274658203,113.75,113.8499984741211,110.93498992919922,127959300,,,,,,,False,False,False,False
2020-11-24 00:00:00-05:00,113.91000366210938,115.8499984741211,112.58999633789062,115.16999816894531,112.22119140625,113874200,,,,,,,False,False,False,False
2020-11-25 00:00:00-05:00,115.55000305175781,116.75,115.16999816894531,116.02999877929688,113.05915069580078,76499200,,,,,,,False,False,False,False
2020-11-27 00:00:00-05:00,116.56999969482422,117.48999786376953,116.22000122070312,116.58999633789062,113.60482788085938,46691300,,,,,,,False,False,False,False
2020-11-30 00:00:00-05:00,116.97000122070312,120.97000122070312,116.80999755859375,119.05000305175781,116.00186157226562,169410200,,,,,,,False,False,False,False
2020-12-01 00:00:00-05:00,121.01000213623047,123.47000122070312,120.01000213623047,122.72000122070312,119.577880859375,127728200,,,,,,,False,False,False,False
2020-12-02 00:00:00-05:00,122.0199966430664,123.37000274658203,120.88999938964844,123.08000183105469,119.92867279052734,89004200,,,,,,,False,False,False,False
2020-12-03 00:00:00-05:00,123.5199966430664,123.77999877929688,122.20999908447266,122.94000244140625,119.79222869873047,78967600,117.28327986078013,122.9135885050762,111.65297121648405,11.260617288592158,2.8151543221480395,1.0,False,False,False,False
2020-12-04 00:00:00-05:00,122.5999984741211,122.86000061035156,121.5199966430664,122.25,119.11990356445312,78260400,117.69383979608784,123.04511873562228,112.3425608565534,10.702557879068877,2.6756394697672192,0.9257075976970603,False,False,False,False
2020-12-07 00:00:00-05:00,122.30999755859375,124.56999969482422,122.25,123.75,120.58150482177734,86712000,118.17963091571453,123.45978190026037,112.89947993116868,10.560301969091682,2.6400754922729206,1.0,False,False,False,False
2020-12-08 00:00:00-05:00,124.37000274658203,124.9800033569336,123.08999633789062,124.37999725341797,121.19537353515625,82225500,118.67716158796726,123.80729887786711,113.54702429806741,10.260274579799699,2.5650686449499247,1.0,False,False,False,False
2020-12-09 00:00:00-05:00,124.52999877929688,125.94999694824219,121.0,121.77999877929688,118.66194152832031,115089200,119.02989800362384,124.63702095418215,113.42277505306554,11.214245901116612,2.803561475279153,0.7452327869321291,False,False,False,False
2020-12-10 00:00:00-05:00,120.5,123.87000274658203,120.1500015258789,123.23999786376953,120.08455657958984,81312200,119.31240656266158,125.10281746230467,113.52199566301849,11.580821799286184,2.895205449821546,0.8391461650286373,False,False,False,False
2020-12-11 00:00:00-05:00,122.43000030517578,122.76000213623047,120.55000305175781,122.41000366210938,119.27581787109375,86939800,119.52859515049803,125.27796392257916,113.77922637841691,11.498737544162253,2.8746843860405633,0.7505847707667865,False,False,False,False
2020-12-14 00:00:00-05:00,122.5999984741211,123.3499984741211,121.54000091552734,121.77999877929688,118.66194152832031,79184500,119.75315661487167,125.28958802146344,114.2167252082799,11.072862813183548,2.768215703295887,0.6830459022766913,False,False,False,False
2020-12-15 00:00:00-05:00,124.33999633789062,127.9000015258789,124.12999725341797,127.87999725341797,124.60576629638672,157243700,120.3267823423189,126.53357115756789,114.1199935270699,12.413577630497997,3.1033944076244993,1.0,False,False,False,False
2020-12-16 00:00:00-05:00,127.41000366210938,128.3699951171875,126.55999755859375,127.80999755859375,124.53754425048828,98208600,120.93121687585828,126.87932632130114,114.98310743041543,11.896218890885706,2.9740547227214265,1.0,False,False,False,False
2020-12-17 00:00:00-05:00,128.89999389648438,129.5800018310547,128.0399932861328,128.6999969482422,125.40476989746094,94359800,121.58472636024312,127.29202571563387,115.87742700485238,11.41459871078149,2.8536496776953726,1.0,False,False,False,False
2020-12-18 00:00:00-05:00,128.9600067138672,129.10000610351562,126.12000274658203,126.66000366210938,123.4169921875,192541500,122.06044395556194,127.79301404680034,116.32787386432354,11.465140182476802,2.8662850456192004,0.9011777992542435,False,False,False,False
2020-12-21 00:00:00-05:00,125.0199966430664,128.30999755859375,123.44999694824219,128.22999572753906,124.94679260253906,121251600,122.44401779910886,128.57533100329374,116.312704594924,12.26262640836974,3.065656602092435,0.9718383921800821,False,False,False,False
2020-12-22 00:00:00-05:00,131.61000061035156,134.41000366210938,129.64999389648438,131.8800048828125,128.5033416748047,168904800,123.2386830503333,129.99286652101372,116.48449957965285,13.508366941360876,3.377091735340219,1.0,False,False,False,False
2020-12-23 00:00:00-05:00,132.16000366210938,132.42999267578125,130.77999877929688,130.9600067138672,127.60686492919922,88223700,123.91795941194287,130.32672331485216,117.5091955090336,12.817527805818557,3.204381951454639,1.0,False,False,False,False
2020-12-24 00:00:00-05:00,131.32000732421875,133.4600067138672,131.10000610351562,131.97000122070312,128.59104919433594,54930100,124.60618540645001,130.87407291906837,118.33829789383167,12.535775025236703,3.1339437563091757,1.0,False,False,False,False
2020-12-28 00:00:00-05:00,133.99000549316406,137.33999633789062,133.50999450683594,136.69000244140625,133.190185546875,124486200,125.54289199163843,132.25798977643245,118.82779420684442,13.430195569588037,3.357548892397009,1.0,False,False,False,False
2020-12-29 00:00:00-05:00,138.0500030517578,138.7899932861328,134.33999633789062,134.8699951171875,131.41677856445312,121047300,126.41431723514663,133.34790463110969,119.48072983918358,13.867174791926104,3.466793697981526,1.0,False,False,False,False
2020-12-30 00:00:00-05:00,135.5800018310547,135.99000549316406,133.39999389648438,133.72000122070312,130.29620361328125,96452100,127.07729081583861,133.83552179154128,120.31905984013592,13.516461951405361,3.3791154878513403,0.991453342505348,False,False,False,False
2020-12-31 00:00:00-05:00,134.0800018310547,134.74000549316406,131.72000122070312,132.69000244140625,129.29258728027344,99116600,127.57501683549854,134.26142556812314,120.88860810287395,13.372817465249199,3.3432043663122997,0.8824912453340205,False,False,False,False
2021-01-04 00:00:00-05:00,133.52000427246094,133.61000061035156,126.76000213623047,129.41000366210938,126.0965805053711,143301900,127.77098783278176,135.15875538696812,120.3832202785954,14.775535108372722,3.6938837770931805,0.6109276799321363,False,False,False,False
2021-01-05 00:00:00-05:00,128.88999938964844,131.74000549316406,128.42999267578125,131.00999450683594,127.6556167602539,97664900,127.98951642104387,135.30050978328816,120.67852305879958,14.621986724488579,3.6554966811221448,0.7065709771664226,False,False,False,False
2021-01-06 00:00:00-05:00,127.72000122070312,131.0500030517578,126.37999725341797,126.5999984741211,123.35852813720703,155088000,127.99122335204846,135.50511853773628,120.47732816636064,15.027790371375644,3.756947592843911,0.40742319106491426,False,False,True,False
2021-01-07 00:00:00-05:00,128.36000061035156,131.6300048828125,127.86000061035156,130.9199981689453,127.56790924072266,109578200,128.17001039665857,135.9385173455159,120.40150344780125,15.537013897714644,3.884253474428661,0.6769959009106147,False,False,False,True
2021-01-08 00:00:00-05:00,132.42999267578125,132.6300048828125,130.22999572753906,132.0500030517578,128.66897583007812,105158200,128.4588985208845,135.9305566059108,120.98724043585823,14.943316170052569,3.735829042513142,0.7403151007451828,False,False,False,False
2021-01-11 00:00:00-05:00,129.19000244140625,130.1699981689453,128.5,128.97999572753906,125.67757415771484,100384500,128.52204569682425,135.95653858369946,121.08755280994903,14.868985773750424,3.717246443437606,0.5307990092722585,False,False,False,False
2021-01-12 00:00:00-05:00,128.5,129.69000244140625,126.86000061035156,128.8000030517578,125.50218200683594,91951100,128.51604205829764,135.77308602269628,121.25899809389901,14.514087928797267,3.6285219821993167,0.5195645082800391,False,False,False,False
2021-01-13 00:00:00-05:00,128.75999450683594,131.4499969482422,128.49000549316406,130.88999938964844,127.53870391845703,88636800,128.66276082652436,135.78609868549876,121.53942296754997,14.24667571794879,3.5616689294871975,0.6563339130628256,False,False,False,False
2021-01-14 00:00:00-05:00,130.8000030517578,131.0,128.75999450683594,128.91000366210938,125.60941314697266,90221800,128.7372529290069,135.59625810071665,121.87824775729713,13.718010343419522,3.4295025858548804,0.5125929875235405,False,False,False,False
2021-01-15 00:00:00-05:00,128.77999877929688,130.22000122070312,127.0,127.13999938964844,123.88469696044922,111598500,128.6858152018772,135.50292010055662,121.86871030319779,13.634209797358835,3.408552449339709,0.3866222659615949,False,False,True,False
2021-01-19 00:00:00-05:00,127.77999877929688,128.7100067138672,126.94000244140625,127.83000183105469,124.55704498291016,90757300,128.61421979578543,135.1036150590891,122.12482453248177,12.978790526607327,3.2446976316518317,0.4395769611102785,False,False,False,False
2021-01-20 00:00:00-05:00,128.66000366210938,132.49000549316406,128.5500030517578,132.02999877929688,128.64950561523438,104319500,128.81497946069828,135.58743593009345,122.04252299130312,13.544912938790333,3.386228234697583,0.7373599101837948,False,False,False,True
2021-01-21 00:00:00-05:00,133.8000030517578,139.6699981689453,133.58999633789062,136.8699951171875,133.36557006835938,120150900,129.47289755075187,137.0961082511372,121.84968685036652,15.246421400770672,3.811605350192668,0.985169429074139,False,False,False,False
2021-01-22 00:00:00-05:00,136.27999877929688,139.85000610351562,135.02000427246094,139.07000732421875,135.50924682617188,114459400,130.18182324652796,138.0087132430857,122.35493324997022,15.653779993115492,3.913444998278873,1.0,False,False,False,False
