CAGR,Sharpe,Sortino,MaxDrawdown,Exposure,NumTrades,Expectancy,AvgWinR,AvgLossR,WinRate,TradesPerYear,AvgDaysInTrade,MaxConsecutiveWins,MaxConsecutiveLosses
0.018150028030377685,0.2968226005183082,0.17257276024242166,-0.37143910331976704,0.28021248339973437,10.0,0.5557053804937652,1.6559253908221123,0.544514629834582,0.5,3.3356164383561646,28.4,2.0,3.0
