entry_time,exit_time,side,entry_px,exit_px,shares,pnl
2020-12-10 00:00:00-05:00,2020-12-16 00:00:00-05:00,short,120.46385000000001,127.37178066101075,-178.0,-1229.6116576599113
2021-01-05 00:00:00-05:00,2021-01-07 00:00:00-05:00,short,128.85133238983155,128.32149261016846,-133.0,70.46869069519127
2021-01-29 00:00:00-05:00,2021-02-01 00:00:00-05:00,short,135.78925283050538,133.709875,-114.0,237.0490726776116
2021-02-22 00:00:00-05:00,2021-02-24 00:00:00-05:00,long,127.9715915084839,124.90252044067383,159.0,-487.9822997818014
2021-03-02 00:00:00-05:00,2021-03-05 00:00:00-05:00,long,128.37148066101074,120.94370935592652,117.0,-869.0492426948539
2021-03-10 00:00:00-05:00,2021-03-17 00:00:00-04:00,long,121.65349544067384,124.01278805084229,109.0,257.1628945083613
2021-04-23 00:00:00-04:00,2021-05-03 00:00:00-04:00,short,132.12035566101073,132.00038128814697,-175.0,20.99551525115899
2021-05-06 00:00:00-04:00,2021-06-09 00:00:00-04:00,long,127.85163238983155,127.17183608474731,165.0,-112.16639033889933
2021-06-21 00:00:00-04:00,2021-06-25 00:00:00-04:00,short,130.26091305084228,133.41996871185304,-229.0,-723.423746371466
2021-07-20 00:00:00-04:00,2021-07-27 00:00:00-04:00,short,143.41696871185303,149.07525911865235,-160.0,-905.3264650878918
2021-07-28 00:00:00-04:00,2021-08-17 00:00:00-04:00,short,144.76655455932618,150.1849267288208,-165.0,-894.0314079666142
2021-08-19 00:00:00-04:00,2021-08-25 00:00:00-04:00,short,144.9864897796631,149.7650545593262,-178.0,-850.5845307800317
2021-09-10 00:00:00-04:00,2021-09-13 00:00:00-04:00,short,154.9535,150.58481588134765,-186.0,812.5752460693352
2021-09-23 00:00:00-04:00,2021-10-04 00:00:00-04:00,long,146.60599889831545,141.71746650848388,158.0,-772.3881175933877
2021-10-04 00:00:00-04:00,2021-10-15 00:00:00-04:00,long,141.71746650848388,143.72687327117922,159.0,319.4956752685582
2021-10-26 00:00:00-04:00,2021-11-11 00:00:00-05:00,short,149.28520283050537,148.91531871185302,-198.0,73.23705549316549
2021-11-29 00:00:00-05:00,2021-12-02 00:00:00-05:00,short,159.32218411865236,158.69238349151613,-141.0,88.80188842620899
2021-12-06 00:00:00-05:00,2021-12-09 00:00:00-05:00,short,164.24070628814698,174.85753066101074,-110.0,-1167.8506810150136
2021-12-17 00:00:00-05:00,2021-12-29 00:00:00-05:00,short,169.87901367797852,179.27620283050538,-83.0,-779.9666996597297
2022-01-03 00:00:00-05:00,2022-01-06 00:00:00-05:00,short,177.77665283050538,172.64818694915772,-120.0,615.4159057617198
2022-01-06 00:00:00-05:00,2022-01-14 00:00:00-05:00,short,172.64818694915772,171.28859433898927,-113.0,153.63396494903466
2022-01-31 00:00:00-05:00,2022-02-16 00:00:00-05:00,long,170.10895566101075,171.79845110168458,85.0,143.607112457275
2022-02-25 00:00:00-05:00,2022-03-15 00:00:00-04:00,long,163.79084433898927,150.85472389831543,92.0,-1190.1230805419939
2022-03-17 00:00:00-04:00,2022-03-21 00:00:00-04:00,long,158.56241761016847,163.4609415084839,89.0,435.9686269500734
2022-04-06 00:00:00-04:00,2022-04-11 00:00:00-04:00,short,172.30829261016845,168.65939371185303,-115.0,419.6233733062736
2022-04-26 00:00:00-04:00,2022-05-03 00:00:00-04:00,long,162.201325,158.10254889831543,106.0,-434.47026677856377
2022-05-03 00:00:00-04:00,2022-05-05 00:00:00-04:00,long,158.10254889831543,163.80085110168457,88.0,501.4505938964842
2022-05-11 00:00:00-04:00,2022-05-13 00:00:00-04:00,long,153.45395,144.54661933898927,81.0,-721.4937835418682
2022-05-18 00:00:00-04:00,2022-05-23 00:00:00-04:00,long,146.80595110168457,137.74865628814698,80.0,-724.5835850830076
2022-05-24 00:00:00-04:00,2022-05-31 00:00:00-04:00,long,140.76775455932616,149.0252863220215,74.0,611.0573504394538
2022-06-22 00:00:00-04:00,2022-06-27 00:00:00-04:00,long,134.74955628814698,142.65718694915773,93.0,735.4096514740004
2022-07-12 00:00:00-04:00,2022-07-22 00:00:00-04:00,short,145.7162665084839,155.34338238983156,-116.0,-1116.745442236329
2022-07-27 00:00:00-04:00,2022-08-01 00:00:00-04:00,short,152.5342278305054,160.96169150848388,-127.0,-1070.2878871032688
2022-08-23 00:00:00-04:00,2022-08-29 00:00:00-04:00,short,167.02987783050537,161.10164889831543,-138.0,818.0955926422115
2022-09-12 00:00:00-04:00,2022-09-13 00:00:00-04:00,long,159.54211933898927,159.85202389831542,126.0,39.047974475095714
2022-09-15 00:00:00-04:00,2022-09-29 00:00:00-04:00,long,154.60359889831543,146.05617610168457,103.0,-880.3845480529781
2022-10-05 00:00:00-04:00,2022-10-24 00:00:00-04:00,long,144.02678632202148,147.14584544067384,90.0,280.7153206787123
2022-10-27 00:00:00-04:00,2022-10-28 00:00:00-04:00,short,148.0255863220215,148.15553694915772,-101.0,-13.125013340758699
2022-11-01 00:00:00-04:00,2022-11-03 00:00:00-04:00,short,155.03347783050538,142.01737955932617,-87.0,1132.4005495925908
2022-11-08 00:00:00-05:00,2022-11-11 00:00:00-05:00,long,140.36788066101076,145.7762613220215,82.0,443.4872142028806
2022-11-11 00:00:00-05:00,2022-12-01 00:00:00-05:00,long,145.7762613220215,148.16554371185302,76.0,181.58546162719563
2022-12-01 00:00:00-05:00,2022-12-14 00:00:00-05:00,long,148.16554371185302,145.30640110168457,95.0,-271.61854796600255
2023-01-09 00:00:00-05:00,2023-01-12 00:00:00-05:00,long,130.4308602203369,133.83984088134767,107.0,364.76093072815115
2023-02-21 00:00:00-05:00,2023-02-22 00:00:00-05:00,short,150.15493694915773,148.82533411865234,-130.0,172.8483679657012
2023-03-08 00:00:00-05:00,2023-03-13 00:00:00-04:00,short,152.7641545593262,147.76565455932618,-133.0,664.800500000001
2023-03-20 00:00:00-04:00,2023-03-31 00:00:00-04:00,short,155.02348632202148,162.39127044067382,-132.0,-972.5475036621086
2023-04-11 00:00:00-04:00,2023-05-01 00:00:00-04:00,short,162.30130110168457,169.2292147796631,-147.0,-1018.403310662843
2023-05-04 00:00:00-04:00,2023-05-08 00:00:00-04:00,short,164.84053238983154,172.4282517288208,-165.0,-1251.9736909332303
2023-05-16 00:00:00-04:00,2023-05-31 00:00:00-04:00,short,171.93840849151613,177.27680283050537,-160.0,-854.1430942382794
2023-06-08 00:00:00-04:00,2023-06-14 00:00:00-04:00,short,177.84662389831544,183.31498411865235,-145.0,-792.9122319488512
2023-07-11 00:00:00-04:00,2023-07-20 00:00:00-04:00,short,189.10325566101073,195.03146933898927,-160.0,-948.5141884765653
2023-07-21 00:00:00-04:00,2023-08-03 00:00:00-04:00,short,194.04177610168458,191.5125363220215,-146.0,369.26900783080856
2023-08-24 00:00:00-04:00,2023-08-30 00:00:00-04:00,long,180.61579716949464,184.88452044067384,142.0,606.1587045074461
2023-09-07 00:00:00-04:00,2023-10-13 00:00:00-04:00,short,175.12743867797852,181.36557216949464,-125.0,-779.7666864395154
2023-10-16 00:00:00-04:00,2023-10-19 00:00:00-04:00,short,176.696975,175.98718128814699,-134.0,95.11235738830521
2023-10-31 00:00:00-04:00,2023-11-02 00:00:00-04:00,long,169.2992011016846,175.46734827117922,138.0,851.2043093902591
2023-12-05 00:00:00-05:00,2023-12-11 00:00:00-05:00,short,190.15294371185303,193.05206761016845,-172.0,-498.6493105102528
2023-12-21 00:00:00-05:00,2023-12-27 00:00:00-05:00,short,196.04117610168458,192.4322584915161,-164.0,591.86248806763
